indeks,Komentar_bersih,Label_Validator,Detected_Lang
494,mention_lirik789 emoji_black_heart emoji_blue_heart with me emoji_blue_heart emoji_black_heart 100014,1.0,en
495,mention_lirik789 always with you 56c,1.0,cy
496,mention_lirik789 always with you 37c,1.0,cy
497,mention_lirik789 always with you 49c,1.0,cy
498,awpro66 emoji_sparkles alwaysnever stop trying,1.0,en
499,mention_bosjp65 emoji_blue_heart the best of mahjong emoji_blue_heart 7283,1.0,en
500,mention_lirik789 emoji_black_heart with you brother emoji_black_heart emoji_registered emoji_p_button 597,1.0,en
501,mention_lirik789 emoji_black_heart with me emoji_black_heart 363,1.0,en
502,mention_lirik789 emoji_black_heart with me emoji_black_heart 0006,1.0,en
503,mention_lirik789 emoji_black_heart with me emoji_black_heart 0003,1.0,en
504,mention_lirik789 emoji_black_heart with me emoji_black_heart 0009,1.0,en
505,mention_lirik789 emoji_black_heart win every day emoji_black_heart 597,1.0,en
506,mention_lirik789 emoji_black_heart with me emoji_black_heart 0010,1.0,en
507,mention_lirik789 emoji_black_heart with me emoji_black_heart 202,1.0,en
508,mention_lirik789 emoji_black_heart with me emoji_black_heart 1013,1.0,en
509,mention_lirik789 emoji_black_heart with me emoji_black_heart 3031,1.0,en
510,mention_lirik789 emoji_black_heart with me emoji_black_heart 909 5,1.0,en
511,mention_lirik789 emoji_black_heart with me emoji_black_heart 289,1.0,en
512,mention_lirik789 emoji_black_heart with me emoji_black_heart 923,1.0,en
513,mention_lirik789 emoji_black_heart with me emoji_black_heart 006,1.0,en
515,mention_lirik789 emoji_black_heart with me emoji_black_heart 0001,1.0,en
516,mention_lirik789 emoji_black_heart with me emoji_black_heart 0002,1.0,en
517,mention_lirik789 emoji_black_heart with me emoji_black_heart 0005,1.0,en
518,mention_lirik789 emoji_black_heart with me emoji_black_heart 0007,1.0,en
519,mention_supercuan58 emoji_black_heart withdraw emoji_black_heart,1.0,cy
520,mention_lirik789 emoji_black_heart with me emoji_black_heart 0008,1.0,en
521,mention_hotvip189 emoji_fire always in heart emoji_fire 009,1.0,en
522,emoji_butterfly emoji_front-facing_baby_chick emoji_butterfly jp mexwin emoji_hatching_chick uburwiner emoji_hatching_chick happy always bosku emoji_yellow_heart,1.0,en
523,mention_uburwiner emoji_fire emoji_mahjong_red_dragon best friend forever emoji_mahjong_red_dragon,1.0,da
526,mention_uburwiner emoji_shooting_star stay with me emoji_shooting_star,1.0,en
527,mention_uburwiner emoji_blue_heart the best of mahjong emoji_blue_heart,1.0,en
528,mention_okejp58 emoji_shooting_star stay with me emoji_shooting_star,1.0,en
530,mention_servercuan33 emoji_sparkles emoji_revolving_hearts alwaysthe sweetest emoji_revolving_hearts,1.0,en
532,mention_servercuan33 emoji_maple_leaf always top number 1 emoji_maple_leaf,1.0,en
533,mention_hotvip189 emoji_four_leaf_clover always in heart emoji_four_leaf_clover 56,1.0,en
534,emoji_smiling_face_with_hearts emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_high_voltage hotvip189 emoji_high_voltage happy always bosku emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts 656,1.0,sk
535,hotvip189 emoji_blue_heart jp menanti kak emoji_blue_heart 44,1.0,sl
536,hotvip189 emoji_purple_heart jp menanti kak emoji_purple_heart 555,1.0,sl
537,emoji_yin_yang emoji_id_button jp good kingmacau44 happy always boskuh605637282,1.0,so
538,idprowin81 emoji_khanda pl 4 y to winner wirr emoji_cowboy_hat_face,1.0,en
543,emoji_yin_yang emoji_id_button jp good uburwiner happy always boskuh,1.0,af
544,emoji_butterfly emoji_front-facing_baby_chick emoji_butterfly jp mexwin emoji_hatching_chick lgototo55 emoji_hatching_chick happy always bosku emoji_yellow_heart emoji_smiling_face_with_hearts,1.0,en
545,mention_servercuan33 emoji_green_heart emoji_green_heart performance brother emoji_green_heart emoji_green_heart,1.0,en
546,my name emoji_crown emoji_crown lgototo55 emoji_crown emoji_crown congratulation bossku emoji_smiling_face_with_hearts emoji_fire,1.0,en
547,mention_mafiabet78 emoji_trophy hala madrid emoji_trophy,1.0,so
548,thankssss emoji_rose servercuan33 emoji_rose congratulation bossku emoji_smiling_face_with_open_hands,1.0,en
550,mention_mafiabet78 the only one emoji_sparkles emoji_sparkles,1.0,en
551,mention_pgc789 emoji_blue_heart emoji_black_heart happy birthday king emoji_blue_heart emoji_black_heart,1.0,tl
552,mention_hotvip189 always in heart,1.0,en
553,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
555,mention_okejp58 emoji_sparkles happy always bossku emoji_sparkles,1.0,en
556,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
557,mention_okejp58 emoji_black_heart emoji_black_heart top the best emoji_sparkles emoji_sparkles,1.0,en
558,mention_uburwiner emoji_blue_heart the best of mahjong emoji_blue_heart,1.0,en
561,mention_uburwiner emoji_shooting_star stay with me emoji_shooting_star,1.0,en
562,mention_uburwiner emoji_sparkles win emoji_sparkles,1.0,pl
564,@ emoji_green_heart uburwiner emoji_purple_heart super fantastic baby emoji_green_heart emoji_purple_heart,1.0,en
565,emoji_smiling_face_with_hearts emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_high_voltage lgototo55 emoji_high_voltage happy always bosku emoji_smiling_face_with_hearts,1.0,so
566,mention_servercuan33 emoji_sparkles emoji_blue_heart so beautiful emoji_blue_heart emoji_blue_heart,1.0,en
569,mention_servercuan33 emoji_sparkles emoji_blue_heart so beautiful emoji_blue_heart emoji_blue_heart,1.0,en
570,mention_pgc789 emoji_water_wave an option emoji_water_wave,1.0,en
571,geol emoji_hundred_points paling mantap bosku mention_pgc789 emoji_purple_heart emoji_blue_heart emoji_green_heart,1.0,tl
572,emoji_yin_yang emoji_id_button jp good pgc789 happy always boskuh506,1.0,so
573,emoji_yin_yang emoji_id_button jp good pgc789 happy always boskuh506,1.0,so
574,sgcbet22 happy always bosku emoji_glowing_star emoji_glowing_star emoji_glowing_star,1.0,en
576,mention_marobet189 emoji_smiling_face_with_hearts emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_high_voltage meoh789 emoji_high_voltage nice game bosqu,1.0,hr
577,emoji_smiling_face_with_hearts emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_high_voltage okejp58 emoji_high_voltage good choice bosqu emoji_smiling_face_with_hearts,1.0,hr
578,emoji_id_button mention_lirik789 emoji_id_button happy forever bosqu emoji_id_button 653,1.0,no
579,@ mention_asiawin67 always maxwin emoji_green_heart emoji_green_heart,1.0,so
580,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
581,paling mantap bosku mention_asiawin67 emoji_fire emoji_fire emoji_hundred_points,1.0,tl
583,emoji_smiling_face_with_hearts emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_high_voltage lgototo55 emoji_high_voltage happy always bosku emoji_smiling_face_with_hearts,1.0,so
584,mention_servercuan33 emoji_sparkles emoji_revolving_hearts alwaysthe sweetest emoji_revolving_hearts,1.0,en
585,mention_servercuan33 emoji_maple_leaf always top number 1 emoji_maple_leaf,1.0,en
586,mention_servercuan33 emoji_green_heart sensational emoji_green_heart emoji_green_heart,1.0,fi
587,@ servercuan33 emoji_high_voltage definitely withdraw emoji_high_voltage,1.0,en
588,mention_servercuan33 emoji_green_heart sensational emoji_green_heart emoji_green_heart,1.0,fi
590,free spin 0 rp anj 3 kali lohh main di raja bandot,1.0,sl
591,geol emoji_hundred_points paling mantap bosku mention_pgc789 emoji_purple_heart emoji_blue_heart emoji_green_heart,1.0,tl
592,mention_pgc789 emoji_tornado an option emoji_tornado emoji_sparkles emoji_blue_heart,1.0,en
593,emoji_orthodox_cross emoji_id_button jp good emoji_black_heart pgc789 emoji_black_heart happy always boskuh5006 emoji_blue_heart,1.0,so
594,mention_hotvip189 emoji_fire terbaik number one emoji_fire 8988,1.0,af
595,info joki inbox,1.0,sl
598,mention_macanhoki 789 emoji_sparkles always forever bosku,1.0,en
602,gw coba yak awas ae lu boong,0.0,tl
603,mention_okejp58 emoji_blue_heart emoji_black_heart neverstop tier emoji_blue_heart emoji_black_heart,1.0,af
604,mention_macanhoki789 emoji_yellow_heart emoji_purple_heart happy asmara emoji_yellow_heart emoji_purple_heart,1.0,tl
605,mention_macanhoki 789 emoji_sparkles always forever bosku,1.0,en
606,mention_macanhoki789 emoji_blue_heart always maxwin emoji_blue_heart,1.0,so
607,mention_macanhoki789 emoji_black_heart emoji_blue_heart alwasy so perfect emoji_black_heart emoji_blue_heart,1.0,en
609,mention_okejp58 emoji_blue_heart emoji_black_heart neverstop tier emoji_blue_heart emoji_black_heart,1.0,af
610,mention_okejp58 emoji_sparkles happy always bossku emoji_sparkles,1.0,en
611,mention_okejp58 emoji_blue_heart emoji_black_heart neverstop tier emoji_blue_heart emoji_black_heart,1.0,af
612,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
613,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
614,mention_okejp58 emoji_black_heart forever mexwin x always won emoji_white_heart,1.0,en
615,mention_okejp58 emoji_sparkles happy always bossku emoji_sparkles,1.0,en
616,mention_okejp58 emoji_black_heart forever mexwin x always won emoji_white_heart,1.0,en
617,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
618,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
619,mention_macanhoki789 emoji_green_heart savage emoji_green_heart,1.0,hr
620,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
621,mention_okejp58 emoji_blue_heart emoji_black_heart neverstop tier emoji_blue_heart emoji_black_heart,1.0,af
622,emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_rose okejp58 emoji_rose happy always bosku emoji_smiling_face_with_hearts,1.0,af
623,mention_macanhoki789 emoji_yellow_heart emoji_purple_heart happy asmara emoji_yellow_heart emoji_purple_heart,1.0,tl
624,mention_macanhoki789 emoji_green_heart stay with me emoji_green_heart emoji_green_heart,1.0,en
625,mention_macanhoki789 emoji_glowing_star emoji_dizzy always maxwin emoji_dizzy emoji_glowing_star,1.0,so
626,mention_okejp58 emoji_fire emoji_mahjong_red_dragon best friend forever emoji_mahjong_red_dragon,1.0,da
627,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
628,supercuan58 emoji_black_heart happy here bosku emoji_smiling_face_with_sunglasses,1.0,en
629,mention_supercuan58 emoji_yellow_heart emoji_purple_heart performance brother emoji_purple_heart emoji_yellow_heart,1.0,en
630,emoji_crown okejp58 emoji_crown congratulation bossku emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts,1.0,en
633,mention_meoh789 emoji_green_heart maxwin emoji_green_heart emoji_green_heart 4,1.0,so
634,mention_meoh789 emoji_green_heart bosku emoji_green_heart emoji_green_heart 3,1.0,sk
635,mention_meoh789 emoji_green_heart fantastic baby emoji_green_heart emoji_green_heart 2,1.0,en
636,mention_meoh789 emoji_green_heart sensational emoji_green_heart emoji_green_heart 1,1.0,it
638,mention_lirik789 always with you 23c,1.0,cy
639,mention_meoh789 neverstop tier,1.0,af
640,mention_gso789 emoji_mahjong_red_dragon thanks you to winner emoji_mahjong_red_dragon,1.0,en
641,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
642,mention_okejp58 emoji_sparkles happy always bossku emoji_sparkles,1.0,en
643,mention_okejp58 emoji_blue_heart emoji_black_heart stay with me emoji_blue_heart emoji_black_heart,1.0,en
644,mention_okejp58 emoji_1st_place_medal super fantastic baby emoji_1st_place_medal,1.0,en
645,mention_okejp58 emoji_blue_heart emoji_black_heart stay with me emoji_blue_heart emoji_black_heart,1.0,en
646,mention_okejp58 emoji_black_heart forever mexwin x always won emoji_white_heart,1.0,en
647,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
648,mention_okejp58 emoji_blue_heart emoji_black_heart neverstop tier emoji_blue_heart emoji_black_heart,1.0,af
649,mention_okejp58 emoji_black_heart forever mexwin x always won emoji_white_heart,1.0,en
650,mention_macanhoki789 emoji_black_heart emoji_blue_heart never stop trying emoji_black_heart emoji_blue_heart,1.0,no
651,macanhoki789 emoji_blue_heart emoji_black_heart always so happy emoji_black_heart emoji_blue_heart,1.0,so
652,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
653,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
654,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
655,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
656,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
657,emoji_smiling_face_with_hearts emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_high_voltage okejp58 emoji_high_voltage good choice bosqu emoji_smiling_face_with_hearts,1.0,hr
658,mention_okejp58 emoji_sparkles happy always bossku emoji_sparkles,1.0,en
659,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
660,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
661,emoji_smiling_face_with_hearts emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_high_voltage okejp58 emoji_high_voltage good choice bosqu emoji_smiling_face_with_hearts,1.0,hr
662,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
663,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
664,emoji_smiling_face_with_hearts emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_high_voltage okejp58 emoji_high_voltage good choice bosqu emoji_smiling_face_with_hearts,1.0,hr
665,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
666,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
667,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
668,mention_okejp58 emoji_1st_place_medal super fantastic baby emoji_1st_place_medal,1.0,en
669,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
670,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
671,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
672,emoji_revolving_hearts jp maxwin emoji_revolving_hearts okejp58 emoji_revolving_hearts happy always bosku emoji_smiling_face_with_hearts,1.0,sk
673,mention_okejp58 emoji_1st_place_medal super fantastic baby emoji_1st_place_medal,1.0,en
675,emoji_revolving_hearts jp maxwin emoji_revolving_hearts okejp58 emoji_revolving_hearts happy always bosku emoji_smiling_face_with_hearts,1.0,sk
676,mention_macanhoki789 emoji_sparkles happy always bossku emoji_sparkles,1.0,en
677,mention_macanhoki789 emoji_sparkles emoji_blue_heart perfect believe emoji_blue_heart,1.0,nl
679,mention_okejp58 emoji_fire emoji_mahjong_red_dragon best friend forever emoji_mahjong_red_dragon,1.0,da
680,mention_okejp58 emoji_1st_place_medal super fantastic baby emoji_1st_place_medal,1.0,en
681,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
682,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
683,emoji_revolving_hearts jp maxwin emoji_revolving_hearts okejp58 emoji_revolving_hearts happy always bosku emoji_smiling_face_with_hearts,1.0,sk
684,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
685,emoji_yin_yang emoji_id_button jp good emoji_purple_heart okejp58 emoji_heart_decoration happy always bosku,1.0,af
686,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
687,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
688,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
689,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
690,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
691,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
692,emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_rose okejp58 emoji_rose happy always bosku emoji_smiling_face_with_hearts,1.0,af
693,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
694,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
695,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
696,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
697,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
698,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
699,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
700,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
701,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
702,emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_rose okejp58 emoji_rose happy always bosku emoji_smiling_face_with_hearts,1.0,af
703,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
704,emoji_smiling_face_with_hearts emoji_four_leaf_clover emoji_sweat_droplets jp good emoji_high_voltage okejp58 emoji_high_voltage good choice bosqu emoji_smiling_face_with_hearts,1.0,hr
705,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
706,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
707,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
708,mention_okejp58 emoji_fire emoji_mahjong_red_dragon best friend forever emoji_mahjong_red_dragon,1.0,da
709,mention_okejp58 stay with me emoji_sparkles,1.0,en
710,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
711,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
712,mention_okejp58 emoji_fire believe on time emoji_fire,1.0,nl
713,mention_okejp58 emoji_fire so perfect emoji_fire,1.0,es
714,mention_okejp58 emoji_fire perfect believe emoji_fire,1.0,nl
