slang,baku,index
beliin,belikan,2982
mlainkan,mainkan,2984
lust,nafsu,2986
begoo,bodoh,2987
coleb,kolaborasi,2988
sellau,selalu,2989
toleransiumatislami,toleransi umat Islam,2990
woeeee,woe,2992
lakkai,laki,2994
berjam2,berjam-jam,2996
narkobaan,narkoba,2997
tangganya,tangga,2998
febynya,februarinya,2999
rapiin,rapikan,3001
kudaanya,kuda,3002
tomatoes,tomat,3003
kehitamannya,kehitaman,3004
semangaat,semangat,3006
pausa,pause,3007
namnya,namanya,3008
indnya,indah nya,3011
azabnya,azab,3012
sexy2,sexy,3013
akuuuu,aku,3014
sklah,sekolah,3015
ayune,ayu,3017
600k,600 ribu,3020
lagaknya, kelihatan,3021
knp,kenapa,3022
gregetnya,greget,3023
tauuuuu,tau,3025
100juta,100 juta,3026
folback,follow back,3027
bhgia,bahagia,3030
kakkkkkkj,kakak,3033
tuwek,tua,3034
nemoo,nemu,3035
posible,mungkin,3037
blum4o,belum,3039
linggau,Linggau,3040
cwoknya,cowoknya,3041
lagu2,lagu-lagu,3043
liburr,libur,3044
ayangnya,ayang,3045
waaaaw,wow,3047
ajapasti,aja pasti,3048
mnjg,menjaga,3049
iyee,iya,3050
smarttt,smart,3052
kaycnya,kayaknya,3054
mudah2an,mudah-mudahan,3056
berartiiiiiiiiii,berarti,3059
anjayyy,anjay,3060
lme,lama,3062
brusan,berusan,3065
ihhii,ih,3066
english,Inggris,3067
5k,5,3068
30jeti,30 juta,3069
ngamuk2,ngamuk-ngamuk,3070
temenan,teman-teman,3072
gdpet,tidak dapat,3073
ketutup,tertutup,3075
hikss,hik,3077
iiiii,iiii,3078
ladies,wanita,3079
masukannya,masukan,3081
kn,kan,3082
wilie,willy,3083
pakk,pak,3085
pnting,penting,3086
beach,pantai,3087
saruh,saru,3089
nyelam,menyelam,3092
nemu,menemukan,3093
mbeneh,benar,3094
wahhhh,wah,3095
subhanalloh,Subhanallah,3096
nyampekk,sampai,3097
ll,lalu,3098
motifasinya,motivasi,3099
niatnyaa,niatnya,3101
gabungin,menggabungkan,3102
kekadang,kadang,3103
analoginya,analogi,3104
dimenit,di menit,3105
yth,yang terhormat,3106
mmbntu,membantu,3107
mdal,modal,3108
akwowkaokwoa,hahaha,3109
iyess,iya,3110
subrek,subscribe,3111
gooo,go,3113
hygienis,higienis,3115
walpaper,wallpaper,3118
ck,cek,3119
sabaraha,seberapa,3120
bikep,bokep,3121
200k,200 ribu,3122
guruuuuu,guru,3123
mambaku,mamba ku,3125
ngoceh,berbicara,3127
serrr,seru,3128
jagooo,jago,3129
didatengi,didatangi,3131
salamtoleransi,salam toleransi,3134
sumgguh,sungguh,3135
48jt,48 juta,3136
hadist,hadis,3137
agme,agama,3138
ahahahahahahaha,ahahaha,3140
dlt,dulu,3143
nyeruduk,menyeruduk,3144
nyaut,menjawab,3145
nyenggol,menyenggol,3147
mantaappp,mantap,3152
ngbela,membela,3154
tanktop,tank top,3155
ngannou,nganu,3156
cutest,paling lucu,3160
videos,video,3162
tpi,tapi,3163
campurin,campurkan,3164
bwa,bawa,3168
diwjarin,di wajarin,3169
buthek,butek,3170
jakartaa,jakarta,3172
punnn,pun,3173
santui,santai,3174
diya,dia,3179
anjink,anjing,3180
zahra,Zahra,3211
dekatii,dekati,3212
getting,mendapatkan,3213
bertolenransi,bertolerasi,3214
ngko,nanti,3215
6menit,6 menit,3217
nitijen,netizen,3218
kitu,itu,3219
bagussss,bagus,3220
after,setelah,3221
doiiiii,doi,3222
bneran,benaran,3225
kapanpun,kapan pun,3226
beliau2,beliau,3227
rosulullah,Rasulullah,3229
kalao,kalau,3230
kilengki,kelingki,3231
ticrr,tik,3232
mixed,campuran,3233
supposed,seharusnya,3235
pancawati,Pancawati,3236
orangnyaaa,orangnya,3237
kiraiin,kirain,3238
infonneee,info,3239
olihe,oli,3241
ijasa,ijazah,3242
amall,amal,3243
sejarahx,sejarah,3245
bodnya,bodi,3246
thhoolll,tol,3247
hoeee,ho,3248
cantiiiikkk,cantik,3249
xdae,xd,3252
seacrh,cari,3254
lanjutin,lanjutkan,3255
canel,kanal,3256
disiarin,disiarkan,3257
trubel,masalah,3258
jilaaaat,gila,3259
aurotnya,autonya,3260
10m,10 m,3261
kepres,keputusan presiden,3262
ngrungokno,dengarkan,3264
lelee,lelle,3265
bercandain,bercandaan,3266
berkempetingan,berkompetisi,3267
wkwkkwkwk,wkwkwkwk,3268
youtuber,YouTuber,3270
cacaa,cacat,3271
rngkd,runtuh,3273
ramadhan05,ramadhan,3275
pakaih,pakai,3277
eeehhhh,eh,3279
brugge,Brugge,3280
angota,anggota,3282
mapuluh,empat puluh,3283
gado2,gado-gado,3284
lgy,lagi,3285
144,seratus empat puluh empat,3287
gais,guys,3288
flim,film,3289
alakum,assalamu'alaikum,3290
panasaran,penasaran,3291
dri,dari,3292
komene,komen,3294
tax,pajak,3295
200kilo,dua ratus kilo,3297
importa,impor,3298
pnyebab,penyebab,3299
3th,tiga tahun,3300
prpuan,perempuan,3301
brodi,brody,3302
ngirim,mengirim,3304
anyingggg,anjing,3305
silicon,silikon,3306
lead,pimpin,3307
ingati,ingat,3308
dicatcalling,catcalling,3309
fenamfilan,penampilan,3310
cingor,cingur,3311
mengasyk,mengasyikkan,3313
lempar2,lempar-lempar,3315
reels,reel,3317
ingetin,ingatin,3318
persija,Persija,3319
ahahahahahahahah,ahahaha,3320
meresakan,merasakan,3322
tth,tah,3323
radiating,memancarkan,3324
statmennya,statemennya,3327
gune,guna,3328
warrrrrrr,war,3329
berdukaa,berduka,3330
keluarr,keluar,3331
awokk,awok,3332
sl0t,slot,3333
perllu,perlu,3337
hidipmu,hidupmu,3338
memburukan,memburukkan,3340
pls,please,3341
semlm,semalam,3342
petean,petikan,3343
tighdci,tidak,3344
flwr,flower,3345
kmnya,kamu,3347
sude,sudah,3349
prt2,part-part,3350
konden,kondisi,3351
olang,ulang,3352
gassssss,gas,3353
herannn,heran,3354
dijwb,dijawab,3355
dbrikan,diberikan,3356
sbuk,sampul,3357
kerajawaan,kerajinan,3358
hadoi,haduh,3359
bhaya,bahaya,3360
yem,ya,3361
behhhh,beh,3364
brani,berani,3365
ujung2,ujung-ujung,3366
wkwkwkww,wkwkwk,3367
tbtb,tiba-tiba,3369
nanyak,nanya,3371
che,ce,3372
eloo,elo,3374
newcastle,Newcastle,3375
muncart,muncul,3376
waspadahal,waspada,3377
msiah,masih,3379
intagram,instagram,3380
appan,apa,3382
tkutt,takut,3383
denga,dengar,3384
guyss,guys,3385
waaaa,waa,3388
dbayar,dibayar,3390
taa,ta,3421
bulan2,bulan-bulan,3423
anjoy,enjoy,3424
vangsa,bangsa,3426
ences,sukses,3427
nontonx,nonton,3428
ktulungan,keterlibatan,3429
lomania,loyalitas,3431
bdgna,badagna,3432
ngiwi,ngawi,3433
berhijra,berhijrah,3435
mudahan,semoga,3436
ibrahima,ibrahim,3437
brteman,berteman,3440
bohaynya,bohay,3441
jiko,jika,3442
smpng,samping,3446
butttt,tapi,3447
bagiiin,bagikan,3449
yaapuun,ya ampun,3450
pking,picking,3451
gensi,gengsi,3452
ngabangus,ngabagus,3455
diambl,diambil,3457
cuuuk,cuk,3459
figther,fighter,3460
better,lebih baik,3462
ngerim,ngirim,3465
soil,tanah,3466
inova,inovasi,3470
omaga,omg,3474
panassss,panas,3475
gocapppppp,gocap,3476
piloit,pilot,3477
suargo,surga,3478
bhasa,bahasa,3479
duhhh,duh,3480
berhsil,berhasil,3481
trjadi,terjadi,3483
ditakutin,ditakuti,3484
nglola,mengelola,3485
mbededekk,membedek,3486
hahahahah,hahaha,3488
ngelu,ngeluh,3489
hahahahahhahahahahahhhahahahahahhahahahahahahhahahahahahhah,hahaha,3490
kudaan,kuda,3491
bujuhkkk,bujuk,3492
novembre,november,3493
butangnya,butang,3494
ngambeuk,mengamuk,3495
pecatahmadhanidari,pecah,3496
muter,mutar,3497
ppmu,pemu,3498
cooked,masak,3499
anjaaayyyy,anjay,3500
uweh,weh,3501
iy,iya,3502
ngntilin,mengintip,3503
yuuuk,yuk,3504
4ever,selamanya,3505
dipmdk,dipermainkan,3507
permah,pernah,3508
yogya,yogyakarta,3509
dilecehin,dilecehkan,3510
kontennye,kontennya,3512
crotttttttttt,crott,3514
cakrawal,cakrawala,3515
terosssss,terus,3516
lg,lagi,3518
naaaa,naa,3519
classss,kelas,3526
masalsh,masalah,3527
cowony,cowok,3530
puasat,pusat,3532
kitanya,kita,3534
ipannnn,ipan,3535
phising,phishing,3538
telajang,telanjang,3540
banfing,banging,3541
birakon,birakan,3542
raport,rapor,3543
astafirlloh,astaghfirullah,3544
tenzei,tense,3545
ayenk,sayang,3547
munak,menak,3548
ways,cara,3550
laem,lame,3552
atu,satu,3553
pempesan,pemesan,3554
asuuuuu,anjing,3555
pakdheeee,pakde,3557
kkkkk,hahaha,3558
16jt,16 juta,3560
befaedah,berfaedah,3561
hobahhhh,hobi,3565
ditrima,diterima,3566
luarr,luar,3568
stlhujian,setelah ujian,3569
obrol2,obrol-obrol,3570
inikan,ini kan,3571
cewekk,cewek,3572
yourselves,kalian,3573
macem2,macam-macam,3575
system,sistem,3576
hwwh,hahaha,3577
seu,se,3578
menghdpi,menghadapi,3580
pusernya,pusarnya,3582
kimbek,kembali,3583
pikirna,pikirkan,3584
ngebanggain,membanggakan,3587
memperbaik,memperbaiki,3589
hahhaaa,hahaha,3590
nyorotnya,menyorot,3591
maaafin,maafkan,3592
asstagfirunglah,astaghfirullah,3594
kocar,kocar-kacir,3596
anyway,bagaimanapun,3597
ngaru,ngaruh,3599
durasinya,durasi,3600
ajaaaaa,aja,3601
displinkan,disiplinkan,3604
ndak,tidak,3605
terngiangngiang,terngiang-ngiang,3608
box,kotak,3609
ngacengke,ngaceng,3610
candaa,canda,3612
duluu,dulu,3613
doong,dong,3616
hp,handphone,3617
30dtk,30 detik,3619
jawatimur,Jawa Timur,3620
cn,CN,3621
trmh,terima kasih,3622
rupane,rupanya,3623
tsbt,tersebut,3624
yaallah,Ya Allah,3625
gkbakan,gak bakalan,3626
panhgung,panggung,3629
jujyur,jujur,3630
maaluuuuuuuunaa,malu,3631
enjoy,nikmati,3633
bapk,bapak,3634
langsu,langsung,3636
caa,cah,3637
abhu,abu,3638
jdinyaa,jadinya,3639
apis,api,3640
pengambengan,pengembangan,3641
loooo,loh,3642
okay,oke,3643
dew,dewa,3645
nampilin,menampilkan,3646
iniii,ini,3649
bod,bodoh,3650
bercdarpun,bercadar pun,3651
sdih,sedih,3652
likely,kemungkinan,3653
tauba,taubat,3656
syulitt,sulit,3657
lakilakimu,laki-lakimu,3658
kontoi,kontol,3659
sosoan,sok-sokan,3660
unaa,una,3662
broww,brow,3665
mmaaffff,maaf,3666
plz,silakan,3670
iia,iya,3672
prmerintahannya,pemerintahannya,3673
suka2,suka-suka,3674
bbrpa,beberapa,3675
seaorang,seorang,3676
sarkasin,sarkas,3679
rti,arti,3681
sekalipukul,sekali pukul,3682
bgeweny,begitu,3683
commented,komentar,3684
cwe2,cewek-cewek,3686
templet,template,3688
sereas,serius,3689
ogdj,orang gila,3691
aurot,aurat,3693
dislok,dislokasi,3695
kenikmatanya,kenikmatannya,3697
diacuk,dilakukan,3699
fine,baik,3700
ngahapus,menghapus,3701
gapaoa,gapapa,3704
stopppp,stop,3705
hitl3r,hitler,3706
ultramen,ultraman,3707
nyuruh2,nyuruh,3708
jadiii,jadi,3710
kelakuanya,kelakuannya,3711
serempeten,serempetan,3712
pngetahuan,pengetahuan,3713
sakmene,sama,3714
bginian,begini,3715
sudaaa,sudah,3716
brapa,berapa,3717
adayang,ada yang,3718
sbentar,sebentar,3719
maripulang,mari pulang,3720
gaberes,gak beres,3721
tanggapannya,tanggapan,3722
utingnya,uting,3723
waduhhh,waduh,3724
mengingatkat,mengingatkan,3726
mannn,man,3727
somebody,seseorang,3728
real1,real,3729
flie,file,3730
m0n0p01i,monopoli,3732
iphie,iPhone,3733
soundnya,suara,3735
social,sosial,3736
sedapni,sedap,3737
matrial,materi,3738
komenan,komentar,3739
ketemuan,pertemuan,3740
manjat,memanjat,3741
jijikk,jijik,3742
gwa,saya,3744
diotaakk,diotak,3745
walawe,wala,3746
tulungi,tolong,3748
dek2,dek,3749
yaallaaaahhh,ya Allah,3750
awowkwkwkwk,hahaha,3751
bawain,bawakan,3753
ucapakn,ucapkan,3755
silahken,silakan,3756
janda2,janda-janda,3757
kebanyakkan,kebanyakan,3759
pynys,punya,3760
boosss,bos,3761
msum,mesum,3764
astafirulah,astaghfirullah,3767
freaking,sangat,3769
dapalia,dapat lihat,3770
tiktonya,tiktok,3771
cameramennya,cameramen,3774
ngelatih,melatih,3777
dibelain,dibela,3778
meratau,merantau,3779
slm,salam,3780
pnghasilan,penghasilan,3781
deffensif,defensif,3782
voiture,mobil,3785
brp,berapa,3787
know,tahu,3788
ribett,ribet,3789
lubga,lubang,3790
hadup,hidup,3791
prnh,pernah,3792
ngcape,capek,3793
direndahin,direndahkan,3794
terjd,terjadi,3798
best,terbaik,3799
nggaba,nggak,3800
ksatuan,kesatuan,3805
forr,for,3806
tidakk,tidak,3809
dseret,diseret,3810
didiknkeras,didik keras,3811
lewattt,lewat,3813
kasiann,kasihan,3814
anda2,anda,3816
normalizing,normalisasi,3817
sakitjiwwaaa,sakit,3820
bagoyangg,bergoyang,3821
sjaa,saja,3822
tanda2,tanda,3823
payudra,payudara,3826
interested,tertarik,3827
sangkin,saking,3829
ngos2an,ngos-ngosan,3832
diapain,diapakan,3834
ujunge,ujung,3835
tetennya,payudara nya,3836
1cwe,1 cewek,3837
sa1yang,sayang,3843
betol,betul,3845
all,semua,3848
popee,popi,3849
ranks,peringkat,3851
allahhuma,Allahumma,3852
gaadil,adil,3853
drpda,daripada,3854
pengocokhandal,pengocok handal,3855
naura,Naura,3856
pornhub,Pornhub,3857
djancokkk,dancok,3858
enough,cukup,3860
alwaysthe,selalu,3861
expansion,ekspansi,3866
feels,perasaan,3868
gajadi,gak jadi,3870
ssh,saat,3871
diyem,diam,3872
woiiiiii,woi,3875
hahahaa,hahaha,3878
banyet,banget,3880
hhhaaa,hahaha,3881
dllu,dulu,3882
bisonx,bison,3883
mrivkt,merivkt,3885
ngaran,nama,3886
nduakk,nduk,3887
learned,belajar,3892
ahhhhhh,ah,3893
kyanya,kayaknya,3895
kreta,kereta,3898
odss,odds,3900
yaping,yapping,3901
darin,dari,3902
tullul,tulul,3903
liat2in,lihat-lihat,3905
latian,latihan,3907
diberanda,di beranda,3908
waooo,wow,3909
tidurin,tidur,3910
cramble,scramble,3912
rupo,rupa,3915
dikomplek,di kompleks,3916
qkm,oke,3917
knew,tahu,3921
uo,yo,3922
asyyik,asyik,3923
nd,dan,3925
jelanta,gelandangan,3927
nyepam,spam,3930
gaj,gaji,3931
cuyyyyy,cuy,3935
terdngr,terdengar,3936
nich,nih,3939
wajahmya,wajahnya,3940
gasopan,kasar,3941
seees,sih,3942
demituhan,demi tuhan,3944
ampuun,ampun,3945
menyium,mencium,3946
njeengg,njeng,3947
pejuang2,pejuang-pejuang,3948
awokawokawokawok,awok,3949
kekota,ke kota,3950
amazing,menakjubkan,3952
ginilah,beginilah,3953
coooillll,cool,3954
bestie,teman terbaik,3955
ngantar,mengantar,3956
ahmaddani,ahmad dani,3959
100m,100 meter,3991
gumush,gombal,3993
kalonya,kalau,3995
ahli2,ahli,3996
exactly,tepat,3997
gacapek,capek,4000
wkwkwkkk,hahaha,4002
byak,banyak,4007
jepen,jepang,4008
bodies,badan,4010
blakan,blak-blakan,4012
maassee,mas,4014
ngemek,ngemil,4016
demenanmu,demenmu,4017
pndai,pandai,4018
reall,real,4020
lpas,lepas,4024
skolahh,sekolah,4026
kelazzzz,kelaz,4030
byee,bye,4033
nahaan,nahan,4034
retention,retensi,4035
takdewn,tidak ada,4036
bismilah,bismillah,4038
bhas,bahas,4039
mntappp,mantap,4041
berti,berarti,4047
6milyaaar,6 milyar,4049
sombng,sombong,4050
cntk,cantik,4053
nyampee,nyampe,4054
njirrrrr,anjir,4055
katekan,ketekan,4056
dewii,dewi,4057
anw,anyway,4060
suarabaya,surabaya,4061
wduhh,waduh,4062
bapak2,bapak-bapak,4064
nt,coba lagi,4065
mrisi,merisi,4067
ditubuh,di tubuh,4068
bosennya,bosan,4069
aaminn,amin,4071
rakusssssssss,rakus,4072
sy,saya,4073
teraaaang,terang,4074
slama,selama,4075
seingetku,seingatku,4076
azekk,asik,4077
soalny,soalnya,4078
gwelli,geli,4079
sekerenn,sekarang,4080
ngewweek,ngewek,4081
enemies,musuh,4082
pakeee,pakai,4084
cuiii,cui,4086
tol0l,tolol,4087
tebel2,tebal,4088
pentingma,penting,4090
gocappp,gocap,4092
5hari,5 hari,4093
bhahaha,hahaha,4094
batassss,batas,4099
awokwkwkwkwk,hahaha,4100
seblum,sebelum,4104
hhi,hihi,4105
bkl,bakal,4106
sonnn,son,4108
yaaaaaaaaaaaaa,ya,4109
2kg,2 kg,4110
najissss,najis,4111
kesalahn,kesalahan,4112
yoiii,yoi,4113
samaaa,sama,4117
ngadepin,menghadapi,4118
halloooo,halo,4122
temtapkosong,tempat kosong,4124
whooppp,whoop,4125
gaak,gak,4126
gedem,gede,4127
karunya,kasihan,4133
ngolok,mengolok,4134
fidio,video,4136
three,tiga,4137
menyaallaaaaaa,menyal,4138
perhatiin,perhatikan,4143
neeh,nih,4146
muda2han,mudahan,4147
sbgmn,sebagaimana,4150
langusng,langsung,4151
usahakn,usahakan,4152
mungin,mungkin,4155
miskah,miskin,4156
bossss,bos,4157
couo,cowok,4158
shappire,sapphire,4161
nul,nol,4162
blngnya,bilangnya,4163
each,setiap,4165
medann,medan,4166
biase,biasa,4171
trhindar,terhindar,4172
mudhoratnya,mudharatnya,4173
kakj,kakak,4174
dombanya,domba,4176
bc,baca,4178
pejel,penjel,4179
uneg,uneg-uneg,4183
idupnye,hidupnya,4189
temann,teman,4190
rumahsakit,rumah sakit,4191
temenya,temannya,4193
adoyy,aduh,4194
dikeluarin,dikeluarkan,4195
byk2,banyak,4197
jokowey,Jokowi,4198
taeeek,tai,4199
nyoting,nyotot,4200
bya,bye,4201
solhat,sholat,4202
blackpanther,black panther,4203
perbabuan,perbawaan,4204
kcekel,kecil,4205
christmas,Natal,4206
sudabhlah,sudah lah,4207
gaissss,guys,4209
speed,kecepatan,4210
grget,gerget,4211
tetehh,teteh,4212
pantng,pantang,4214
kwkwkwkw,kwkwkw,4215
alesan,alasan,4216
laki2,laki-laki,4222
gl,gila,4226
aambil,ambil,4227
swn,sawan,4228
masterr,master,4229
lamain,lama,4230
masalh,masalah,4232
agag,agak,4233
prov,provinsi,4234
nyimpennya,menyimpannya,4235
membayangkn,membayangkan,4237
terlau,terlalu,4238
jadiyan,jadikan,4239
otak2,otak-otak,4241
tribe,suku,4242
ngertiin,mengertikan,4243
sekalin,sekali,4245
rl,real,4246
cthnya,contohnya,4247
mnghafus,menghapus,4248
kayaa,kayak,4249
graceful,anggun,4252
daritadi,dari tadi,4253
5th,kelima,4254
fulusi,uang,4257
padaaa,pada,4258
entertaining,menghibur,4259
miriss,menyedihkan,4260
haaammmmaaa,hahaha,4261
sdanglan,sedang,4262
hitem,hitam,4263
anjiiir,anjing,4265
kenyataanya,kenyataannya,4266
jelekkin,jelekkan,4268
alat2,alat-alat,4269
dinggo,dingo,4272
elahhh,elah,4273
here,di sini,4274
arsyad,Arsyad,4275
bolanyah,bolanya,4276
blonk,blong,4277
sekarg,sekarang,4280
sudiiii,sudahlah,4281
hayper,hyper,4282
hmmmmmmm,hmmmm,4284
eiya,iya,4287
ngadi2,ngadi-ngadi,4289
nonono,tidak,4291
myth,mitos,4292
revamp,perbaikan,4293
mem,meme,4294
yuang,uang,4295
smilee,senyum,4296
pms,sindrom pramenstruasi,4297
lutisan,lukisan,4298
kecoklatan,cokelat,4299
ane,saya,4301
jogedkeun,jogetkan,4303
wajh,wajah,4304
tandingnya,pertandingannya,4306
mahaallll,mahal,4309
ngawasin,mengawasi,4310
sinii,sini,4311
yarabbal,ya Rabb,4312
kelilling,keliling,4314
gakerasa,gak terasa,4315
out,keluar,4316
uasuu,anjing,4317
nmnya,namanya,4318
pemrntah,pemerintah,4321
ladusing,ladu sing,4322
ngamuuk,ngamuk,4323
savebundamaia,save bunda maia,4325
klaw,kalau,4328
wkwww,hahaha,4329
mesomoroph,kurus,4331
kuli2,kuli-kuli,4334
artiin,artikan,4335
propesi,profesi,4336
administrstif,administratif,4338
bajuh,baju,4342
helluk,halo,4343
palig,paling,4345
kelalimantan,Kalimantan,4346
gaa,ga,4348
apaaan,apaan,4349
toloh,tolong,4350
durasiii,durasi,4352
soo,so,4354
gabener,gak bener,4358
wkwkkkk,wkwk,4365
temen2ku,temanku,4366
tuhanku,Tuhanku,4367
million,juta,4370
bngkek,bangke,4372
nichhhh,nich,4373
silelaki,si lelaki,4374
columbia,Columbia,4376
bangetttttt,banget,4377
olh,olah,4379
important,penting,4380
tngah,tengah,4382
semya,semua,4383
balesannya,balesan,4384
naujubillah,na'uzubillah,4385
muhamad,muhammad,4390
nyri,nyuri,4392
ngenak,kena,4393
taubatan,taubat,4394
pelayanannya,pelayanan,4395
bohongiin,bohongin,4401
kayanye,kayaknya,4402
dont,don't,4403
pntil,pentil,4405
siangma,siang,4407
stepen,stepan,4411
mtus,matias,4412
artine,artinya,4414
rasisin,rasis,4415
ucl,UCL,4416
mentality,mentalitas,4417
iclam,islam,4418
syit,sial,4427
berserii,berseri,4428
gaist,gais,4429
beginih,begini,4430
komen2an,komentar,4431
kumu,kamu,4432
untung2nya,untungnya,4433
earth,bumi,4434
load,muatan,4435
bnr,benar,4436
jagah,jaga,4439
tranmikrasi,transmigrasi,4441
fatish,fetish,4445
propram,program,4446
rmpok,rampok,4448
khontoll,kontol,4451
bannyak,banyak,4453
sefeminim,se-feminim,4454
suwami,suami,4456
ancoor,hancur,4459
jombloooo,jomblo,4461
80jt,80 juta,4463
auran,aura,4465
anayyy,anay,4469
pting,penting,4471
boca,bocah,4472
jugakkkkkk,juga,4473
drawing,gambar,4474
adpent,advent,4476
durasibnya,durasi,4477
akuuu,aku,4478
kaliann,kalian,4482
slikon,silicon,4483
kekmu,kamu,4484
takutnyaaaa,takutnya,4485
yach,ya,4488
betoii,betul,4490
tranding,trending,4492
blaguu,belagu,4493
temen2nya,temannya,4494
megangin,memegang,4495
ceraii,cerai,4496
maniezz,manis,4497
yaiyalah,iya,4499
subsback,subscribe,4500
panjangin,panjang,4502
presss,tekan,4503
hrsnya,harusnya,4504
usha,usaha,4505
ungguh,unggah,4506
tournament,turnamen,4509
boongnya,bohongnya,4510
badly,buruk,4511
wowww,wow,4512
pinteran,pintar,4513
terajaga,terjaga,4514
kebonya,kebon,4517
party,pesta,4520
qta,kita,4521
meubel,mebel,4522
rekomend,rekomendasi,4523
camavinga,Camavinga,4524
dipanjangin,dipanjang,4525
knoww,tahu,4526
pembantaiaan,pembantaian,4527
muslimmm,muslim,4528
sngaja,sengaja,4681
nayy,nahi,4682
juo,juga,4683
theme,tema,4685
mskpn,meskipun,4686
mukan,bukan,4688
steel,stail,4689
gabileh,gak boleh,4690
pakede,pakai,4691
oklin,ok,4692
penjabata,penjabatan,4693
bangetz,banget,4696
nykitij,nyakitin,4697
mugo,semoga,4698
manja2,manja-manja,4700
cinta2019,cinta 2019,4701
hate,benci,4702
rendy,Rendy,4703
rmai,ramai,4704
taiii,tai,4706
ketawaa,ketawa,4707
egak,enggak,4708
trnyt,ternyata,4709
bosssss,bos,4710
ataz,atas,4712
pengadila,pengadilan,4716
yaaaaaaa,ya,4717
jappen,japan,4718
kepemimpin,kepemimpinan,4719
trun,turun,4720
peaak,bpdph,4721
nisannya,nisan,4722
kamauga,kamu mau gak,4723
mindahin,memindahkan,4728
relate,berhubungan,4729
gelowww,gelow,4731
hhahaha,hahaha,4733
nampakka,nampak,4734
slera,selera,4735
